attendance,away_final_score,away_team,date,g_id,home_final_score,home_team,umpire_1B,umpire_2B,umpire_3B,umpire_HP,venue_name,weather,wind
21824.0,7.0,hou,2015-04-29,201500309,2.0,sdn,Manny Gonzalez,Paul Schrieber,Jim Reynolds,Clint Fagan,Petco Park,"80 degrees, sunny","5 mph, Varies"
10284.0,5.0,kca,2015-04-29,201500310,7.0,cle,Paul Emmel,Jordan Baker,Andy Fletcher,Jerry Meals,Progressive Field,"55 degrees, clear","4 mph, L to R"
23012.0,8.0,mil,2015-04-29,201500311,3.0,cin,Todd Tichenor,Tim Welke,Rob Drake,Tim Timmons,Great American Ball Park,"66 degrees, sunny","5 mph, Varies"
17076.0,3.0,nyn,2015-04-29,201500312,7.0,mia,Vic Carapazza,Larry Vanover,Ron Kulpa,Brian Knight,Marlins Park,"72 degrees, roof closed","0 mph, None"
40399.0,2.0,phi,2015-04-29,201500313,5.0,sln,Laz Diaz,Chris Guccione,Cory Blaser,Jeff Nelson,Busch Stadium,"71 degrees, partly cloudy","9 mph, In from LF"
30634.0,8.0,pit,2015-04-29,201500314,1.0,chn,CB Bucknor,Lance Barrett,Dan Iassogna,Dale Scott,Wrigley Field,"39 degrees, partly cloudy","12 mph, In from LF"
26037.0,5.0,sea,2015-04-29,201500315,2.0,tex,Brian O'Nora,Alan Porter,Mark Ripperger,Jeff Kellogg,Globe Life Park in Arlington,"74 degrees, clear","6 mph, Out to RF"
53285.0,3.0,sfn,2015-04-29,201500316,7.0,lan,Quinn Wolcott,Eric Cooper,Gary Cederstrom,Sean Barber,Dodger Stadium,"83 degrees, partly cloudy","6 mph, Out to RF"
30055.0,3.0,tba,2015-04-29,201500317,2.0,nya,Jim Joyce,Greg Gibson,Marvin Hudson,Chad Fairchild,Yankee Stadium,"70 degrees, sunny","14 mph, In from LF"
34220.0,1.0,tor,2015-04-29,201500318,4.0,bos,Bill Miller,Adam Hamari,Doug Eddings,Adrian Johnson,Fenway Park,"51 degrees, cloudy","7 mph, L to R"
12595.0,13.0,was,2015-04-29,201500319,4.0,atl,John Hirschbeck,Bill Welke,James Hoye,John Tumpane,Turner Field,"63 degrees, cloudy","3 mph, L to R"
19534.0,6.0,ana,2015-04-30,201500320,5.0,oak,Chris Conroy,Angel Hernandez,Scott Barry,Ted Barrett,O.co Coliseum,"77 degrees, sunny","7 mph, In from LF"
20736.0,2.0,cha,2015-04-30,201500321,12.0,min,Greg Gibson,Marvin Hudson,Chad Fairchild,Jim Joyce,Target Field,"67 degrees, clear","9 mph, In from CF"
15744.0,5.0,cin,2015-04-30,201500322,1.0,atl,David Rackley,Jerry Layne,Sean Barber,Bob Davidson,Turner Field,"71 degrees, clear","15 mph, L to R"
28405.0,1.0,det,2015-04-30,201500323,8.0,kca,Lance Barrett,Dan Iassogna,Dale Scott,CB Bucknor,Kauffman Stadium,"73 degrees, clear","7 mph, L to R"
40715.0,3.0,phi,2015-04-30,201500324,9.0,sln,Chris Guccione,Cory Blaser,Jeff Nelson,Laz Diaz,Busch Stadium,"69 degrees, sunny","16 mph, In from LF"
19108.0,2.0,sea,2015-04-30,201500325,3.0,hou,Larry Vanover,Ron Kulpa,Brian Knight,Vic Carapazza,Minute Maid Park,"80 degrees, clear","5 mph, In from LF"
9798.0,5.0,tor,2015-04-30,201500326,1.0,cle,Bill Welke,James Hoye,John Tumpane,John Hirschbeck,Progressive Field,"46 degrees, overcast","7 mph, In from CF"
21689.0,8.0,was,2015-04-30,201500327,2.0,nyn,Alfonso Marquez,Dan Bellino,Bruce Dreckman,Tom Hallion,Citi Field,"57 degrees, partly cloudy","13 mph, R to L"
41507.0,2.0,ana,2015-05-01,201500328,3.0,sfn,Adam Hamari,Doug Eddings,Adrian Johnson,Bill Miller,AT&T Park,"59 degrees, clear","11 mph, Out to CF"
50164.0,0.0,ari,2015-05-01,201500329,8.0,lan,Gabe Morales,Mark Ripperger,Jeff Kellogg,Alan Porter,Dodger Stadium,"73 degrees, clear","7 mph, Out to RF"
22794.0,0.0,cha,2015-05-01,201500330,1.0,min,Marvin Hudson,Chad Fairchild,Jim Joyce,Greg Gibson,Target Field,"66 degrees, partly cloudy","9 mph, In from RF"
30153.0,3.0,cin,2015-05-01,201500331,4.0,atl,Jerry Layne,Sean Barber,Bob Davidson,David Rackley,Turner Field,"66 degrees, clear","11 mph, L to R"
30186.0,3.0,col,2015-05-01,201500332,14.0,sdn,Angel Hernandez,Scott Barry,Ted Barrett,Chris Conroy,Petco Park,"70 degrees, clear","15 mph, L to R"
38186.0,1.0,det,2015-05-01,201500333,4.0,kca,Dan Iassogna,Dale Scott,CB Bucknor,Lance Barrett,Kauffman Stadium,"72 degrees, partly cloudy","7 mph, R to L"
31128.0,0.0,mil,2015-05-01,201500334,1.0,chn,Ryan Blakney,Eric Cooper,Gary Cederstrom,Quinn Wolcott,Wrigley Field,"48 degrees, sunny","7 mph, R to L"
35444.0,3.0,nya,2015-05-01,201500335,2.0,bos,Cory Blaser,Jeff Nelson,Laz Diaz,Chris Guccione,Fenway Park,"44 degrees, cloudy","6 mph, R to L"
29700.0,7.0,oak,2015-05-01,201500336,5.0,tex,Jordan Baker,Andy Fletcher,Jerry Meals,Paul Emmel,Globe Life Park in Arlington,"78 degrees, clear","8 mph, In from LF"
18511.0,3.0,phi,2015-05-01,201500337,4.0,mia,Manny Gonzalez,Paul Schrieber,Clint Fagan,Brian O'Nora,Marlins Park,"81 degrees, partly cloudy","9 mph, L to R"
40912.0,1.0,pit,2015-05-01,201500338,2.0,sln,Mike Winters,Mark Wegner,Marty Foster,Mike Muchlinski,Busch Stadium,"70 degrees, clear","2 mph, R to L"
21834.0,3.0,sea,2015-05-01,201500339,4.0,hou,Ron Kulpa,Brian Knight,Vic Carapazza,Larry Vanover,Minute Maid Park,"81 degrees, partly cloudy","1 mph, Varies"
9945.0,2.0,tba,2015-05-01,201500340,0.0,bal,Tim Welke,Rob Drake,Tim Timmons,Todd Tichenor,Tropicana Field,"72 degrees, dome","0 mph, None"
15088.0,4.0,tor,2015-05-01,201500341,9.0,cle,James Hoye,John Tumpane,John Hirschbeck,Bill Welke,Progressive Field,"55 degrees, clear","7 mph, L to R"
33178.0,0.0,was,2015-05-01,201500342,4.0,nyn,Dan Bellino,Bruce Dreckman,Tom Hallion,Alfonso Marquez,Citi Field,"53 degrees, cloudy","10 mph, Out to LF"
41287.0,4.0,ana,2015-05-02,201500343,5.0,sfn,Doug Eddings,Adrian Johnson,Bill Miller,Adam Hamari,AT&T Park,"64 degrees, sunny","9 mph, Out to CF"
43617.0,4.0,ari,2015-05-02,201500344,6.0,lan,Mark Ripperger,Jeff Kellogg,Alan Porter,Gabe Morales,Dodger Stadium,"73 degrees, clear","6 mph, Out to CF"
30551.0,3.0,cha,2015-05-02,201500345,5.0,min,Chad Fairchild,Jim Joyce,Greg Gibson,Marvin Hudson,Target Field,"74 degrees, sunny","8 mph, R to L"
29515.0,8.0,cin,2015-05-02,201500346,4.0,atl,Sean Barber,Bob Davidson,David Rackley,Jerry Layne,Turner Field,"74 degrees, partly cloudy","4 mph, L to R"
28058.0,2.0,col,2015-05-02,201500347,4.0,sdn,Scott Barry,Ted Barrett,Chris Conroy,Angel Hernandez,Petco Park,"68 degrees, partly cloudy","7 mph, L to R"
38692.0,2.0,det,2015-05-02,201500348,1.0,kca,Dale Scott,CB Bucknor,Lance Barrett,Dan Iassogna,Kauffman Stadium,"74 degrees, cloudy","12 mph, R to L"
34878.0,6.0,mil,2015-05-02,201500349,1.0,chn,Eric Cooper,Mark Carlson,Tom Woodring,Ryan Blakney,Wrigley Field,"73 degrees, sunny","5 mph, Out to CF"
36611.0,4.0,nya,2015-05-02,201500350,2.0,bos,Jeff Nelson,Laz Diaz,Chris Guccione,Cory Blaser,Fenway Park,"46 degrees, partly cloudy","3 mph, In from CF"
32207.0,7.0,oak,2015-05-02,201500351,8.0,tex,Andy Fletcher,Jerry Meals,Paul Emmel,Jordan Baker,Globe Life Park in Arlington,"80 degrees, clear","8 mph, Out to LF"
33348.0,0.0,phi,2015-05-02,201500352,7.0,mia,Paul Schrieber,Clint Fagan,Brian O'Nora,Manny Gonzalez,Marlins Park,"71 degrees, roof closed","0 mph, None"
45095.0,1.0,pit,2015-05-02,201500353,2.0,sln,Mark Wegner,Marty Foster,Mike Muchlinski,Mike Winters,Busch Stadium,"75 degrees, sunny","7 mph, R to L"
24435.0,4.0,sea,2015-05-02,201500354,11.0,hou,Brian Knight,Vic Carapazza,Larry Vanover,Ron Kulpa,Minute Maid Park,"79 degrees, partly cloudy","13 mph, R to L"
12789.0,0.0,tba,2015-05-02,201500355,4.0,bal,Rob Drake,Tim Timmons,Todd Tichenor,Tim Welke,Tropicana Field,"72 degrees, dome","0 mph, None"
18008.0,11.0,tor,2015-05-02,201500356,4.0,cle,John Tumpane,John Hirschbeck,Bill Welke,James Hoye,Progressive Field,"61 degrees, sunny","3 mph, In from CF"
39730.0,1.0,was,2015-05-02,201500357,0.0,nyn,Bruce Dreckman,Tom Hallion,Alfonso Marquez,Dan Bellino,Citi Field,"53 degrees, clear","11 mph, Out to LF"
41516.0,0.0,ana,2015-05-03,201500358,5.0,sfn,Adrian Johnson,Bill Miller,Adam Hamari,Doug Eddings,AT&T Park,"59 degrees, partly cloudy","12 mph, Out to CF"
48136.0,0.0,ari,2015-05-03,201500359,1.0,lan,Jeff Kellogg,Alan Porter,Gabe Morales,Mark Ripperger,Dodger Stadium,"72 degrees, sunny","8 mph, Out to RF"
22423.0,3.0,cha,2015-05-03,201500360,13.0,min,Jim Joyce,Greg Gibson,Marvin Hudson,Chad Fairchild,Target Field,"76 degrees, partly cloudy","4 mph, In from RF"
30073.0,0.0,cin,2015-05-03,201500361,5.0,atl,Bob Davidson,David Rackley,Jerry Layne,Sean Barber,Turner Field,"74 degrees, partly cloudy","9 mph, R to L"
34197.0,6.0,col,2015-05-03,201500362,8.0,sdn,Ted Barrett,Chris Conroy,Angel Hernandez,Scott Barry,Petco Park,"67 degrees, partly cloudy","11 mph, L to R"
38326.0,6.0,det,2015-05-03,201500363,4.0,kca,CB Bucknor,Lance Barrett,Dan Iassogna,Dale Scott,Kauffman Stadium,"77 degrees, partly cloudy","13 mph, R to L"
33398.0,5.0,mil,2015-05-03,201500364,3.0,chn,Mark Carlson,Tom Woodring,Ryan Blakney,Eric Cooper,Wrigley Field,"78 degrees, partly cloudy","16 mph, Varies"
33198.0,8.0,nya,2015-05-03,201500365,5.0,bos,Laz Diaz,Chris Guccione,Cory Blaser,Jeff Nelson,Fenway Park,"58 degrees, cloudy","14 mph, Out to LF"
36006.0,7.0,oak,2015-05-03,201500366,1.0,tex,Jerry Meals,Paul Emmel,Jordan Baker,Andy Fletcher,Globe Life Park in Arlington,"77 degrees, sunny","11 mph, R to L"
20461.0,6.0,phi,2015-05-03,201500367,2.0,mia,Clint Fagan,Brian O'Nora,Manny Gonzalez,Paul Schrieber,Marlins Park,"72 degrees, roof closed","0 mph, None"
44382.0,2.0,pit,2015-05-03,201500368,3.0,sln,Marty Foster,Mike Muchlinski,Mike Winters,Mark Wegner,Busch Stadium,"82 degrees, sunny","8 mph, Out to CF"
25283.0,6.0,sea,2015-05-03,201500369,7.0,hou,Vic Carapazza,Larry Vanover,Ron Kulpa,Brian Knight,Minute Maid Park,"82 degrees, partly cloudy","9 mph, Out to LF"
16652.0,2.0,tba,2015-05-03,201500370,4.0,bal,Tim Timmons,Todd Tichenor,Tim Welke,Rob Drake,Tropicana Field,"72 degrees, dome","0 mph, None"
16128.0,7.0,tor,2015-05-03,201500371,10.0,cle,John Hirschbeck,Bill Welke,James Hoye,John Tumpane,Progressive Field,"72 degrees, sunny","6 mph, L to R"
41048.0,1.0,was,2015-05-03,201500372,0.0,nyn,Tom Hallion,Alfonso Marquez,Dan Bellino,Bruce Dreckman,Citi Field,"73 degrees, sunny","4 mph, Out to LF"
41981.0,9.0,chn,2015-05-04,201500373,10.0,sln,Bill Welke,D.J. Reyburn,John Tumpane,John Hirschbeck,Busch Stadium,"84 degrees, clear","6 mph, Out to LF"
23374.0,3.0,lan,2015-05-04,201500374,4.0,mil,Paul Emmel,Jordan Baker,Andy Fletcher,Jerry Meals,Miller Park,"71 degrees, roof closed","0 mph, None"
24731.0,4.0,mia,2015-05-04,201500375,6.0,was,Dan Iassogna,Ryan Blakney,Eric Cooper,Lance Barksdale,Nationals Park,"82 degrees, clear","8 mph, Out to RF"
19217.0,1.0,nya,2015-05-04,201500376,3.0,tor,Ed Hickox,Toby Basner,Dana DeMuth,Mike Estabrook,Rogers Centre,"68 degrees, roof closed","0 mph, None"
20605.0,7.0,oak,2015-05-04,201500377,8.0,min,Todd Tichenor,Clint Fagan,Mike Everitt,Tim Timmons,Target Field,"71 degrees, partly cloudy","7 mph, In from LF"
17293.0,5.0,phi,2015-05-04,201500378,2.0,atl,Alfonso Marquez,Dan Bellino,Bruce Dreckman,Tom Hallion,Turner Field,"78 degrees, partly cloudy","7 mph, R to L"
41278.0,0.0,sdn,2015-05-04,201500379,2.0,sfn,Rob Drake,Gabe Morales,Joe West,Kerwin Danley,AT&T Park,"55 degrees, cloudy","14 mph, Out to CF"
25024.0,3.0,sea,2015-05-04,201500380,2.0,ana,Greg Gibson,Marvin Hudson,Chad Fairchild,Jim Joyce,Angel Stadium of Anaheim,"64 degrees, clear","8 mph, Out to CF"
34541.0,5.0,tba,2015-05-04,201500381,1.0,bos,Brian Gorman,Mark Carlson,Mike DiMuro,Tripp Gibson III,Fenway Park,"78 degrees, partly cloudy","23 mph, Out to LF"
17597.0,2.0,tex,2015-05-04,201500382,1.0,hou,Mike Muchlinski,Mike Winters,Mark Wegner,Marty Foster,Minute Maid Park,"77 degrees, partly cloudy","14 mph, Out to LF"
20534.0,2.0,bal,2015-05-05,201500383,3.0,nyn,Brian O'Nora,Alan Porter,Mark Ripperger,Jeff Kellogg,Citi Field,"70 degrees, cloudy","15 mph, Out to LF"
41613.0,4.0,chn,2015-05-05,201500384,7.0,sln,D.J. Reyburn,John Tumpane,John Hirschbeck,Bill Welke,Busch Stadium,"82 degrees, partly cloudy","5 mph, Out to LF"
16822.0,7.0,cin,2015-05-05,201500385,1.0,pit,Chris Conroy,Angel Hernandez,Scott Barry,Ted Barrett,PNC Park,"73 degrees, partly cloudy","7 mph, In from RF"
29099.0,3.0,cle,2015-05-05,201500386,5.0,kca,Will Little,Gerry Davis,Tony Randazzo,Phil Cuzzi,Kauffman Stadium,"73 degrees, cloudy","8 mph, R to L"
16351.0,2.0,det,2015-05-05,201500387,5.0,cha,Jim Reynolds,Manny Gonzalez,Paul Schrieber,Fieldin Culbreth,U.S. Cellular Field,"53 degrees, overcast","11 mph, L to R"
23356.0,8.0,lan,2015-05-05,201500388,2.0,mil,Jordan Baker,Andy Fletcher,Jerry Meals,Paul Emmel,Miller Park,"68 degrees, roof closed","0 mph, None"
25332.0,2.0,mia,2015-05-05,201500389,1.0,was,Ryan Blakney,Eric Cooper,Lance Barksdale,Dan Iassogna,Nationals Park,"70 degrees, cloudy","14 mph, Out to RF"
21519.0,6.0,nya,2015-05-05,201500390,3.0,tor,Toby Basner,Dana DeMuth,Mike Estabrook,Ed Hickox,Rogers Centre,"68 degrees, roof closed","0 mph, None"
18135.0,2.0,oak,2015-05-05,201500391,1.0,min,Clint Fagan,Mike Everitt,Tim Timmons,Todd Tichenor,Target Field,"67 degrees, cloudy","16 mph, R to L"
14451.0,0.0,phi,2015-05-05,201500392,9.0,atl,Dan Bellino,Bruce Dreckman,Tom Hallion,Alfonso Marquez,Turner Field,"78 degrees, partly cloudy","12 mph, R to L"
41358.0,0.0,sdn,2015-05-05,201500393,6.0,sfn,Gabe Morales,Joe West,Kerwin Danley,Rob Drake,AT&T Park,"57 degrees, partly cloudy","16 mph, Out to CF"
33394.0,4.0,sea,2015-05-05,201500394,5.0,ana,Marvin Hudson,Chad Fairchild,Jim Joyce,Greg Gibson,Angel Stadium of Anaheim,"64 degrees, partly cloudy","8 mph, R to L"
33688.0,0.0,tba,2015-05-05,201500395,2.0,bos,Mark Carlson,Mike DiMuro,Tripp Gibson III,Brian Gorman,Fenway Park,"57 degrees, cloudy","13 mph, In from RF"
20951.0,7.0,tex,2015-05-05,201500396,1.0,hou,Mike Winters,Mark Wegner,Marty Foster,Mike Muchlinski,Minute Maid Park,"73 degrees, roof closed","0 mph, None"
0.0,13.0,ari,2015-05-06,201500397,7.0,col,Sean Barber,Jim Wolf,Doug Eddings,Adrian Johnson,Coors Field,"61 degrees, cloudy","10 mph, Out to LF"
22621.0,5.0,ari,2015-05-06,201500398,1.0,col,Jim Wolf,Doug Eddings,Sean Barber,Bill Miller,Coors Field,"63 degrees, cloudy","3 mph, L to R"
21667.0,1.0,bal,2015-05-06,201500399,5.0,nyn,Alan Porter,Mark Ripperger,Jeff Kellogg,Brian O'Nora,Citi Field,"63 degrees, partly cloudy","10 mph, In from RF"
42207.0,6.0,chn,2015-05-06,201500400,5.0,sln,John Tumpane,John Hirschbeck,Bill Welke,D.J. Reyburn,Busch Stadium,"83 degrees, clear","12 mph, Out to LF"
16527.0,3.0,cin,2015-05-06,201500401,0.0,pit,Angel Hernandez,Scott Barry,Ted Barrett,Chris Conroy,PNC Park,"81 degrees, partly cloudy","8 mph, Out to CF"
23316.0,10.0,cle,2015-05-06,201500402,3.0,kca,Gerry Davis,Tony Randazzo,Phil Cuzzi,Will Little,Kauffman Stadium,"74 degrees, clear","11 mph, R to L"
18268.0,6.0,det,2015-05-06,201500403,7.0,cha,Manny Gonzalez,Paul Schrieber,Fieldin Culbreth,Jim Reynolds,U.S. Cellular Field,"61 degrees, clear","8 mph, L to R"
22708.0,3.0,lan,2015-05-06,201500404,6.0,mil,Andy Fletcher,Jerry Meals,Paul Emmel,Jordan Baker,Miller Park,"68 degrees, roof closed","0 mph, None"
31417.0,5.0,mia,2015-05-06,201500405,7.0,was,Eric Cooper,Lance Barksdale,Dan Iassogna,Ryan Blakney,Nationals Park,"77 degrees, partly cloudy","8 mph, In from RF"
21312.0,1.0,nya,2015-05-06,201500406,5.0,tor,Dana DeMuth,Mike Estabrook,Ed Hickox,Toby Basner,Rogers Centre,"61 degrees, partly cloudy","8 mph, R to L"
18866.0,0.0,oak,2015-05-06,201500407,13.0,min,Mike Everitt,Tim Timmons,Todd Tichenor,Clint Fagan,Target Field,"72 degrees, overcast","20 mph, Out to RF"
17772.0,5.0,phi,2015-05-06,201500408,7.0,atl,Bruce Dreckman,Tom Hallion,Alfonso Marquez,Dan Bellino,Turner Field,"80 degrees, clear","3 mph, R to L"
41060.0,9.0,sdn,2015-05-06,201500409,1.0,sfn,Joe West,Kerwin Danley,Rob Drake,Gabe Morales,AT&T Park,"61 degrees, partly cloudy","11 mph, R to L"
25160.0,3.0,sea,2015-05-06,201500410,4.0,ana,Chad Fairchild,Jim Joyce,Greg Gibson,Marvin Hudson,Angel Stadium of Anaheim,"63 degrees, partly cloudy","6 mph, Out to RF"
35060.0,5.0,tba,2015-05-06,201500411,3.0,bos,Mike DiMuro,Tripp Gibson III,Brian Gorman,Mark Carlson,Fenway Park,"69 degrees, clear","12 mph, Out to LF"
22230.0,11.0,tex,2015-05-06,201500412,3.0,hou,Mark Wegner,Marty Foster,Mike Muchlinski,Mike Winters,Minute Maid Park,"80 degrees, cloudy","5 mph, Out to LF"
39816.0,3.0,bal,2015-05-07,201500413,4.0,nya,Tripp Gibson III,Brian Gorman,Mark Carlson,Mike DiMuro,Yankee Stadium,"70 degrees, clear","12 mph, R to L"
44472.0,1.0,chn,2015-05-07,201500414,5.0,sln,John Hirschbeck,Bill Welke,D.J. Reyburn,John Tumpane,Busch Stadium,"84 degrees, partly cloudy","13 mph, Out to LF"
27302.0,2.0,cin,2015-05-07,201500415,7.0,pit,Scott Barry,Ted Barrett,Chris Conroy,Angel Hernandez,PNC Park,"83 degrees, clear","3 mph, R to L"
38271.0,4.0,cle,2015-05-07,201500416,7.0,kca,Tony Randazzo,Phil Cuzzi,Will Little,Gerry Davis,Kauffman Stadium,"70 degrees, overcast","11 mph, R to L"
20081.0,4.0,det,2015-05-07,201500417,1.0,cha,Paul Schrieber,Fieldin Culbreth,Jim Reynolds,Manny Gonzalez,U.S. Cellular Field,"83 degrees, partly cloudy","15 mph, R to L"
25097.0,3.0,hou,2015-05-07,201500418,2.0,ana,Kerwin Danley,Rob Drake,Gabe Morales,Joe West,Angel Stadium of Anaheim,"61 degrees, partly cloudy","7 mph, Out to RF"
28505.0,14.0,lan,2015-05-07,201500419,4.0,mil,Jerry Meals,Paul Emmel,Jordan Baker,Andy Fletcher,Miller Park,"78 degrees, partly cloudy","14 mph, R to L"
41367.0,7.0,mia,2015-05-07,201500420,2.0,sfn,Marty Foster,Mike Muchlinski,Mike Winters,Mark Wegner,AT&T Park,"62 degrees, overcast","10 mph, Out to CF"
22379.0,5.0,oak,2015-05-07,201500421,6.0,min,Tim Timmons,Todd Tichenor,Clint Fagan,Mike Everitt,Target Field,"71 degrees, cloudy","16 mph, R to L"
16929.0,0.0,sdn,2015-05-07,201500422,11.0,ari,Jim Joyce,Greg Gibson,Marvin Hudson,Chad Fairchild,Chase Field,"84 degrees, partly cloudy","12 mph, Varies"
8701.0,5.0,tex,2015-05-07,201500423,4.0,tba,Paul Nauert,Ed Hickox,Mike Estabrook,Dana DeMuth,Tropicana Field,"72 degrees, dome","0 mph, None"
31288.0,2.0,atl,2015-05-08,201500424,9.0,was,Fieldin Culbreth,Jim Reynolds,Manny Gonzalez,Paul Schrieber,Nationals Park,"77 degrees, clear","2 mph, Out to LF"
38731.0,4.0,bal,2015-05-08,201500425,5.0,nya,Brian Gorman,Mark Carlson,Mike DiMuro,Tripp Gibson III,Yankee Stadium,"73 degrees, clear","13 mph, R to L"
30430.0,0.0,bos,2015-05-08,201500426,7.0,tor,Gary Cederstrom,Lance Barksdale,Adam Hamari,Sam Holbrook,Rogers Centre,"63 degrees, partly cloudy","11 mph, R to L"
38283.0,7.0,chn,2015-05-08,201500427,6.0,mil,Tom Hallion,Alfonso Marquez,Dan Bellino,Bruce Dreckman,Miller Park,"78 degrees, roof closed","0 mph, None"
40006.0,0.0,hou,2015-05-08,201500428,2.0,ana,Rob Drake,Gabe Morales,Joe West,Kerwin Danley,Angel Stadium of Anaheim,"61 degrees, cloudy","6 mph, Out to CF"
39434.0,5.0,kca,2015-05-08,201500429,6.0,det,Mark Ripperger,Jeff Kellogg,Brian O'Nora,Alan Porter,Comerica Park,"84 degrees, partly cloudy","13 mph, In from CF"
32974.0,2.0,lan,2015-05-08,201500430,1.0,col,Todd Tichenor,Clint Fagan,Mike Everitt,Tim Timmons,Coors Field,"51 degrees, drizzle","3 mph, In from LF"
41413.0,0.0,mia,2015-05-08,201500431,6.0,sfn,Mike Muchlinski,Mike Winters,Mark Wegner,Marty Foster,AT&T Park,"55 degrees, clear","11 mph, Out to CF"
19102.0,9.0,min,2015-05-08,201500432,3.0,cle,Doug Eddings,Adrian Johnson,Bill Miller,Jim Wolf,Progressive Field,"82 degrees, partly cloudy","9 mph, In from RF"
32734.0,1.0,nyn,2015-05-08,201500433,3.0,phi,Ted Barrett,Chris Conroy,Angel Hernandez,Scott Barry,Citizens Bank Park,"80 degrees, partly cloudy","10 mph, Out to CF"
25187.0,3.0,oak,2015-05-08,201500434,4.0,sea,Phil Cuzzi,Will Little,Gerry Davis,Tony Randazzo,Safeco Field,"73 degrees, clear","2 mph, In from LF"
28677.0,6.0,sdn,2015-05-08,201500435,5.0,ari,Greg Gibson,Marvin Hudson,Chad Fairchild,Jim Joyce,Chase Field,"70 degrees, partly cloudy","12 mph, Varies"
33507.0,8.0,sln,2015-05-08,201500436,5.0,pit,Paul Emmel,Jordan Baker,Andy Fletcher,Jerry Meals,PNC Park,"87 degrees, partly cloudy","7 mph, In from CF"
11704.0,2.0,tex,2015-05-08,201500437,8.0,tba,Ed Hickox,Mike Estabrook,Dana DeMuth,Paul Nauert,Tropicana Field,"72 degrees, dome","0 mph, None"
39193.0,6.0,atl,2015-05-09,201500438,8.0,was,Jim Reynolds,Manny Gonzalez,Paul Schrieber,Fieldin Culbreth,Nationals Park,"82 degrees, partly cloudy","6 mph, R to L"
41280.0,6.0,bal,2015-05-09,201500439,2.0,nya,Mark Carlson,Mike DiMuro,Tripp Gibson III,Brian Gorman,Yankee Stadium,"59 degrees, cloudy","11 mph, In from CF"
42917.0,1.0,bos,2015-05-09,201500440,7.0,tor,Lance Barksdale,Adam Hamari,Sam Holbrook,Gary Cederstrom,Rogers Centre,"68 degrees, partly cloudy","7 mph, R to L"
39600.0,4.0,chn,2015-05-09,201500441,12.0,mil,Alfonso Marquez,Dan Bellino,Bruce Dreckman,Tom Hallion,Miller Park,"69 degrees, roof closed","0 mph, None"
0.0,10.0,cin,2015-05-09,201500442,4.0,cha,Pat Hoberg,D.J. Reyburn,John Tumpane,John Hirschbeck,U.S. Cellular Field,"59 degrees, cloudy","9 mph, Out to RF"
27980.0,2.0,cin,2015-05-09,201500443,8.0,cha,D.J. Reyburn,John Tumpane,Pat Hoberg,Bill Welke,U.S. Cellular Field,"47 degrees, cloudy","12 mph, Out to RF"
40210.0,6.0,hou,2015-05-09,201500444,5.0,ana,Gabe Morales,Joe West,Kerwin Danley,Rob Drake,Angel Stadium of Anaheim,"64 degrees, partly cloudy","6 mph, R to L"
41456.0,6.0,kca,2015-05-09,201500445,2.0,det,Jeff Kellogg,Brian O'Nora,Alan Porter,Mark Ripperger,Comerica Park,"75 degrees, sunny","10 mph, Out to LF"
42285.0,6.0,mia,2015-05-09,201500446,2.0,sfn,Mike Winters,Mark Wegner,Marty Foster,Mike Muchlinski,AT&T Park,"57 degrees, partly cloudy","15 mph, Out to CF"
16199.0,7.0,min,2015-05-09,201500447,4.0,cle,Adrian Johnson,Bill Miller,Jim Wolf,Doug Eddings,Progressive Field,"88 degrees, partly cloudy","9 mph, Out to RF"
29373.0,3.0,nyn,2015-05-09,201500448,2.0,phi,Chris Conroy,Angel Hernandez,Scott Barry,Ted Barrett,Citizens Bank Park,"77 degrees, cloudy","10 mph, L to R"
37441.0,2.0,oak,2015-05-09,201500449,7.0,sea,Will Little,Gerry Davis,Tony Randazzo,Phil Cuzzi,Safeco Field,"79 degrees, partly cloudy","3 mph, L to R"
27340.0,6.0,sdn,2015-05-09,201500450,4.0,ari,Marvin Hudson,Chad Fairchild,Jim Joyce,Greg Gibson,Chase Field,"75 degrees, partly cloudy","6 mph, Varies"
38068.0,5.0,sln,2015-05-09,201500451,7.0,pit,Jordan Baker,Andy Fletcher,Jerry Meals,Paul Emmel,PNC Park,"86 degrees, clear","9 mph, Out to CF"
20943.0,2.0,tex,2015-05-09,201500452,7.0,tba,Mike Estabrook,Dana DeMuth,Paul Nauert,Ed Hickox,Tropicana Field,"72 degrees, dome","0 mph, None"
31938.0,4.0,atl,2015-05-10,201500453,5.0,was,Manny Gonzalez,Paul Schrieber,Fieldin Culbreth,Jim Reynolds,Nationals Park,"80 degrees, cloudy","4 mph, Out to CF"
39059.0,2.0,bal,2015-05-10,201500454,6.0,nya,Mike DiMuro,Tripp Gibson III,Brian Gorman,Mark Carlson,Yankee Stadium,"78 degrees, cloudy","10 mph, R to L"
42419.0,6.0,bos,2015-05-10,201500455,3.0,tor,Adam Hamari,Sam Holbrook,Sean Barber,Lance Barksdale,Rogers Centre,"68 degrees, roof closed","0 mph, None"
41467.0,2.0,chn,2015-05-10,201500456,3.0,mil,Dan Bellino,Bruce Dreckman,Tom Hallion,Alfonso Marquez,Miller Park,"67 degrees, roof closed","0 mph, None"
