attendance,away_final_score,away_team,date,g_id,home_final_score,home_team,umpire_1B,umpire_2B,umpire_3B,umpire_HP,venue_name,weather,wind
35055.0,3.0,sln,2015-04-05,201500001,0.0,chn,Mark Wegner,Marty Foster,Mike Muchlinski,Mike Winters,Wrigley Field,"44 degrees, clear","7 mph, In from CF"
45909.0,1.0,ana,2015-04-06,201500002,4.0,sea,Ron Kulpa,Brian Knight,Vic Carapazza,Larry Vanover,Safeco Field,"54 degrees, cloudy","1 mph, Varies"
36969.0,2.0,atl,2015-04-06,201500003,1.0,mia,Laz Diaz,Chris Guccione,Cory Blaser,Jeff Nelson,Marlins Park,"80 degrees, partly cloudy","16 mph, In from CF"
31042.0,6.0,bal,2015-04-06,201500004,2.0,tba,Ed Hickox,Paul Nauert,Mike Estabrook,Dana DeMuth,Tropicana Field,"72 degrees, dome","0 mph, None"
45549.0,8.0,bos,2015-04-06,201500005,0.0,phi,Phil Cuzzi,Tony Randazzo,Will Little,Gerry Davis,Citizens Bank Park,"71 degrees, partly cloudy","11 mph, Out to RF"
40085.0,1.0,cha,2015-04-06,201500006,10.0,kca,Hunter Wendelstedt,Bob Davidson,David Rackley,Jerry Layne,Kauffman Stadium,"59 degrees, drizzle","6 mph, R to L"
43753.0,0.0,cle,2015-04-06,201500007,2.0,hou,Angel Hernandez,Scott Barry,Chris Conroy,Ted Barrett,Minute Maid Park,"79 degrees, partly cloudy","14 mph, Out to LF"
46032.0,10.0,col,2015-04-06,201500008,0.0,mil,Dan Iassogna,CB Bucknor,Lance Barrett,Dale Scott,Miller Park,"70 degrees, roof closed","0 mph, None"
45030.0,0.0,min,2015-04-06,201500009,4.0,det,Kerwin Danley,Lance Barksdale,D.J. Reyburn,Joe West,Comerica Park,"52 degrees, partly cloudy","5 mph, R to L"
42295.0,3.0,nyn,2015-04-06,201500010,1.0,was,Tim Timmons,Chris Segal,Todd Tichenor,Tim Welke,Nationals Park,"76 degrees, sunny","14 mph, Out to CF"
43633.0,2.0,pit,2015-04-06,201500011,5.0,cin,Sam Holbrook,Bill Welke,James Hoye,John Hirschbeck,Great American Ball Park,"68 degrees, overcast","15 mph, Out to LF"
53518.0,3.0,sdn,2015-04-06,201500012,6.0,lan,Mark Carlson,Mike DiMuro,Tripp Gibson III,Brian Gorman,Dodger Stadium,"65 degrees, partly cloudy","1 mph, Varies"
49043.0,5.0,sfn,2015-04-06,201500013,4.0,ari,Eric Cooper,Rob Drake,Quinn Wolcott,Gary Cederstrom,Chase Field,"81 degrees, clear","7 mph, L to R"
36067.0,0.0,tex,2015-04-06,201500014,8.0,oak,Doug Eddings,Jim Wolf,Adam Hamari,Bill Miller,O.co Coliseum,"56 degrees, cloudy","17 mph, Out to RF"
48469.0,6.0,tor,2015-04-06,201500015,1.0,nya,Jim Reynolds,Jerry Meals,Paul Schrieber,Fieldin Culbreth,Yankee Stadium,"54 degrees, partly cloudy","5 mph, R to L"
26545.0,2.0,ana,2015-04-07,201500016,0.0,sea,Brian Knight,Vic Carapazza,Larry Vanover,Ron Kulpa,Safeco Field,"56 degrees, partly cloudy","3 mph, Out to RF"
17483.0,12.0,atl,2015-04-07,201500017,2.0,mia,Chris Guccione,Cory Blaser,Jeff Nelson,Laz Diaz,Marlins Park,"75 degrees, roof closed","0 mph, None"
13906.0,6.0,bal,2015-04-07,201500018,5.0,tba,Paul Nauert,Mike Estabrook,Dana DeMuth,Ed Hickox,Tropicana Field,"72 degrees, dome","0 mph, None"
30222.0,5.0,col,2015-04-07,201500019,2.0,mil,CB Bucknor,Lance Barrett,Dale Scott,Dan Iassogna,Miller Park,"64 degrees, roof closed","0 mph, None"
40356.0,7.0,sdn,2015-04-07,201500020,3.0,lan,Mike DiMuro,Tripp Gibson III,Brian Gorman,Mark Carlson,Dodger Stadium,"57 degrees, rain","1 mph, Varies"
22626.0,6.0,sfn,2015-04-07,201500021,7.0,ari,Rob Drake,Quinn Wolcott,Gary Cederstrom,Eric Cooper,Chase Field,"79 degrees, partly cloudy","13 mph, Out to RF"
15025.0,3.0,tex,2015-04-07,201500022,1.0,oak,Jim Wolf,Adam Hamari,Bill Miller,Doug Eddings,O.co Coliseum,"54 degrees, partly cloudy","16 mph, Out to RF"
25495.0,5.0,ana,2015-04-08,201500023,3.0,sea,Vic Carapazza,Larry Vanover,Ron Kulpa,Brian Knight,Safeco Field,"60 degrees, partly cloudy","1 mph, In from LF"
16127.0,2.0,atl,2015-04-08,201500024,0.0,mia,Cory Blaser,Jeff Nelson,Laz Diaz,Chris Guccione,Marlins Park,"73 degrees, roof closed","0 mph, None"
13569.0,0.0,bal,2015-04-08,201500025,2.0,tba,Mike Estabrook,Dana DeMuth,Toby Basner,Paul Nauert,Tropicana Field,"72 degrees, dome","0 mph, None"
26465.0,2.0,bos,2015-04-08,201500026,4.0,phi,Tony Randazzo,Will Little,Gerry Davis,Phil Cuzzi,Citizens Bank Park,"40 degrees, cloudy","11 mph, R to L"
23385.0,5.0,cha,2015-04-08,201500027,7.0,kca,Bob Davidson,David Rackley,Jerry Layne,Hunter Wendelstedt,Kauffman Stadium,"74 degrees, cloudy","14 mph, R to L"
23078.0,2.0,cle,2015-04-08,201500028,0.0,hou,Scott Barry,Chris Conroy,Ted Barrett,Angel Hernandez,Minute Maid Park,"79 degrees, cloudy","11 mph, Out to LF"
28720.0,5.0,col,2015-04-08,201500029,4.0,mil,Lance Barrett,Dale Scott,Dan Iassogna,CB Bucknor,Miller Park,"64 degrees, roof closed","0 mph, None"
28280.0,0.0,min,2015-04-08,201500030,11.0,det,Lance Barksdale,D.J. Reyburn,Joe West,Kerwin Danley,Comerica Park,"39 degrees, cloudy","7 mph, In from LF"
25999.0,1.0,nyn,2015-04-08,201500031,2.0,was,Tim Timmons,Todd Tichenor,Tim Welke,Mike Everitt,Nationals Park,"46 degrees, cloudy","6 mph, Out to CF"
30859.0,4.0,pit,2015-04-08,201500032,5.0,cin,Bill Welke,James Hoye,John Hirschbeck,Sam Holbrook,Great American Ball Park,"64 degrees, cloudy","2 mph, L to R"
52204.0,4.0,sdn,2015-04-08,201500033,7.0,lan,Tripp Gibson III,Brian Gorman,Mark Carlson,Mike DiMuro,Dodger Stadium,"65 degrees, clear","10 mph, L to R"
21642.0,5.0,sfn,2015-04-08,201500034,2.0,ari,Quinn Wolcott,Gary Cederstrom,Eric Cooper,Rob Drake,Chase Field,"74 degrees, clear","7 mph, Out to RF"
26814.0,0.0,sln,2015-04-08,201500035,2.0,chn,Marty Foster,Mike Muchlinski,Mike Winters,Mark Wegner,Wrigley Field,"46 degrees, cloudy","6 mph, In from CF"
19479.0,0.0,tex,2015-04-08,201500036,10.0,oak,Adam Hamari,Bill Miller,Doug Eddings,Jim Wolf,O.co Coliseum,"58 degrees, partly cloudy","10 mph, Out to RF"
31020.0,3.0,tor,2015-04-08,201500037,4.0,nya,Jerry Meals,Paul Schrieber,Fieldin Culbreth,Jim Reynolds,Yankee Stadium,"44 degrees, cloudy","17 mph, L to R"
23418.0,6.0,bos,2015-04-09,201500038,2.0,phi,Will Little,Gerry Davis,Phil Cuzzi,Tony Randazzo,Citizens Bank Park,"42 degrees, overcast","10 mph, R to L"
20236.0,1.0,cha,2015-04-09,201500039,4.0,kca,David Rackley,Jerry Layne,Hunter Wendelstedt,Bob Davidson,Kauffman Stadium,"72 degrees, partly cloudy","18 mph, L to R"
22593.0,5.0,cle,2015-04-09,201500040,1.0,hou,Chris Conroy,Ted Barrett,Angel Hernandez,Scott Barry,Minute Maid Park,"73 degrees, roof closed","0 mph, None"
26782.0,1.0,min,2015-04-09,201500041,7.0,det,D.J. Reyburn,Joe West,Kerwin Danley,Lance Barksdale,Comerica Park,"59 degrees, drizzle","13 mph, R to L"
25327.0,6.0,nyn,2015-04-09,201500042,3.0,was,Todd Tichenor,Tim Welke,Mike Everitt,Tim Timmons,Nationals Park,"47 degrees, cloudy","8 mph, Out to RF"
15616.0,2.0,pit,2015-04-09,201500043,3.0,cin,James Hoye,John Hirschbeck,Sam Holbrook,Bill Welke,Great American Ball Park,"73 degrees, cloudy","13 mph, R to L"
45149.0,1.0,sfn,2015-04-09,201500044,0.0,sdn,Brian Gorman,Mark Carlson,Mike DiMuro,Tripp Gibson III,Petco Park,"67 degrees, sunny","12 mph, L to R"
16045.0,10.0,tex,2015-04-09,201500045,1.0,oak,Bill Miller,Doug Eddings,Jim Wolf,Adam Hamari,O.co Coliseum,"58 degrees, partly cloudy","7 mph, Out to RF"
32152.0,6.0,tor,2015-04-09,201500046,3.0,nya,Paul Schrieber,Fieldin Culbreth,Jim Reynolds,Jerry Meals,Yankee Stadium,"42 degrees, overcast","7 mph, L to R"
41292.0,6.0,bos,2015-04-10,201500047,5.0,nya,Mike Muchlinski,Mike Winters,Mark Wegner,Marty Foster,Yankee Stadium,"55 degrees, cloudy","11 mph, R to L"
49303.0,1.0,chn,2015-04-10,201500048,5.0,col,Gary Cederstrom,Eric Cooper,Rob Drake,Quinn Wolcott,Coors Field,"61 degrees, partly cloudy","7 mph, R to L"
35789.0,8.0,det,2015-04-10,201500049,4.0,cle,Dale Scott,Dan Iassogna,CB Bucknor,Lance Barrett,Progressive Field,"53 degrees, sunny","17 mph, L to R"
48885.0,5.0,hou,2015-04-10,201500050,1.0,tex,Jeff Nelson,Laz Diaz,Chris Guccione,Cory Blaser,Globe Life Park in Arlington,"65 degrees, partly cloudy","6 mph, In from LF"
44489.0,4.0,kca,2015-04-10,201500051,2.0,ana,Doug Eddings,Jim Wolf,Adam Hamari,Bill Miller,Angel Stadium of Anaheim,"67 degrees, partly cloudy","7 mph, Out to CF"
27404.0,3.0,lan,2015-04-10,201500052,4.0,ari,Ted Barrett,Angel Hernandez,Scott Barry,Chris Conroy,Chase Field,"82 degrees, clear","6 mph, In from CF"
38533.0,6.0,min,2015-04-10,201500053,0.0,cha,John Hirschbeck,Sam Holbrook,Bill Welke,James Hoye,U.S. Cellular Field,"66 degrees, sunny","21 mph, R to L"
46279.0,3.0,nyn,2015-04-10,201500054,5.0,atl,Fieldin Culbreth,Marvin Hudson,Jim Reynolds,Paul Schrieber,Turner Field,"65 degrees, cloudy","6 mph, L to R"
27373.0,6.0,pit,2015-04-10,201500055,2.0,mil,Dana DeMuth,Toby Basner,Paul Nauert,Mike Estabrook,Miller Park,"66 degrees, roof closed","0 mph, None"
30114.0,0.0,sea,2015-04-10,201500056,12.0,oak,Mark Carlson,Mike DiMuro,Tripp Gibson III,Brian Gorman,O.co Coliseum,"60 degrees, clear","3 mph, Out to RF"
40015.0,0.0,sfn,2015-04-10,201500057,1.0,sdn,Larry Vanover,Ron Kulpa,Brian Knight,Vic Carapazza,Petco Park,"64 degrees, cloudy","7 mph, Varies"
30808.0,4.0,sln,2015-04-10,201500058,5.0,cin,Joe West,Kerwin Danley,Lance Barksdale,D.J. Reyburn,Great American Ball Park,"64 degrees, clear","11 mph, R to L"
17375.0,9.0,tba,2015-04-10,201500059,10.0,mia,Gerry Davis,Phil Cuzzi,Tony Randazzo,Will Little,Marlins Park,"75 degrees, roof closed","0 mph, None"
45936.0,12.0,tor,2015-04-10,201500060,5.0,bal,Tim Welke,Mike Everitt,Tim Timmons,Todd Tichenor,Oriole Park at Camden Yards,"51 degrees, rain","2 mph, R to L"
19047.0,1.0,was,2015-04-10,201500061,4.0,phi,Jerry Layne,Hunter Wendelstedt,Bob Davidson,David Rackley,Citizens Bank Park,"57 degrees, cloudy","11 mph, Out to RF"
46678.0,8.0,bos,2015-04-11,201500062,4.0,nya,Mike Winters,Mark Wegner,Marty Foster,Mike Muchlinski,Yankee Stadium,"55 degrees, partly cloudy","21 mph, L to R"
43812.0,9.0,chn,2015-04-11,201500063,5.0,col,Eric Cooper,Rob Drake,Quinn Wolcott,Gary Cederstrom,Coors Field,"67 degrees, partly cloudy","2 mph, L to R"
23161.0,9.0,det,2015-04-11,201500064,6.0,cle,Dan Iassogna,CB Bucknor,Lance Barrett,Dale Scott,Progressive Field,"53 degrees, sunny","4 mph, L to R"
36833.0,2.0,hou,2015-04-11,201500065,6.0,tex,Laz Diaz,Chris Guccione,Cory Blaser,Jeff Nelson,Globe Life Park in Arlington,"71 degrees, partly cloudy","6 mph, L to R"
44154.0,6.0,kca,2015-04-11,201500066,4.0,ana,Jim Wolf,Adam Hamari,Bill Miller,Doug Eddings,Angel Stadium of Anaheim,"68 degrees, clear","6 mph, Out to RF"
37636.0,0.0,lan,2015-04-11,201500067,6.0,ari,Angel Hernandez,Scott Barry,Chris Conroy,Ted Barrett,Chase Field,"83 degrees, sunny","10 mph, Varies"
22317.0,4.0,min,2015-04-11,201500068,5.0,cha,Sam Holbrook,Bill Welke,James Hoye,John Hirschbeck,U.S. Cellular Field,"72 degrees, sunny","7 mph, R to L"
36056.0,3.0,nyn,2015-04-11,201500069,5.0,atl,Marvin Hudson,Jim Reynolds,Paul Schrieber,Fieldin Culbreth,Turner Field,"76 degrees, partly cloudy","8 mph, L to R"
41108.0,0.0,pit,2015-04-11,201500070,6.0,mil,Toby Basner,Paul Nauert,Mike Estabrook,Dana DeMuth,Miller Park,"69 degrees, roof closed","0 mph, None"
24355.0,5.0,sea,2015-04-11,201500071,4.0,oak,Mike DiMuro,Tripp Gibson III,Brian Gorman,Mark Carlson,O.co Coliseum,"63 degrees, partly cloudy","3 mph, Out to RF"
42823.0,2.0,sfn,2015-04-11,201500072,10.0,sdn,Ron Kulpa,Brian Knight,Vic Carapazza,Larry Vanover,Petco Park,"67 degrees, sunny","10 mph, R to L"
41525.0,4.0,sln,2015-04-11,201500073,1.0,cin,Kerwin Danley,Lance Barksdale,D.J. Reyburn,Joe West,Great American Ball Park,"56 degrees, sunny","4 mph, L to R"
17830.0,2.0,tba,2015-04-11,201500074,0.0,mia,Phil Cuzzi,Tony Randazzo,Will Little,Gerry Davis,Marlins Park,"75 degrees, roof closed","0 mph, None"
38897.0,1.0,tor,2015-04-11,201500075,7.0,bal,Mike Everitt,Tim Timmons,Todd Tichenor,Tim Welke,Oriole Park at Camden Yards,"61 degrees, clear","14 mph, Out to LF"
23740.0,2.0,was,2015-04-11,201500076,3.0,phi,Hunter Wendelstedt,Bob Davidson,David Rackley,Jerry Layne,Citizens Bank Park,"61 degrees, clear","10 mph, In from LF"
43019.0,4.0,bos,2015-04-12,201500077,14.0,nya,Mark Wegner,Marty Foster,Mike Muchlinski,Mike Winters,Yankee Stadium,"54 degrees, clear","12 mph, Out to LF"
41363.0,6.0,chn,2015-04-12,201500078,5.0,col,Rob Drake,Quinn Wolcott,Gary Cederstrom,Eric Cooper,Coors Field,"65 degrees, partly cloudy","13 mph, In from RF"
19555.0,8.0,det,2015-04-12,201500079,5.0,cle,CB Bucknor,Lance Barrett,Dale Scott,Dan Iassogna,Progressive Field,"60 degrees, sunny","8 mph, In from CF"
35276.0,6.0,hou,2015-04-12,201500080,4.0,tex,Chris Guccione,Cory Blaser,Jeff Nelson,Laz Diaz,Globe Life Park in Arlington,"73 degrees, cloudy","10 mph, R to L"
37060.0,9.0,kca,2015-04-12,201500081,2.0,ana,Adam Hamari,Bill Miller,Doug Eddings,Jim Wolf,Angel Stadium of Anaheim,"73 degrees, sunny","4 mph, L to R"
29678.0,7.0,lan,2015-04-12,201500082,4.0,ari,Scott Barry,Chris Conroy,Ted Barrett,Angel Hernandez,Chase Field,"77 degrees, partly cloudy","8 mph, Out to CF"
23057.0,2.0,min,2015-04-12,201500083,6.0,cha,Bill Welke,James Hoye,John Hirschbeck,Sam Holbrook,U.S. Cellular Field,"71 degrees, partly cloudy","14 mph, R to L"
28192.0,4.0,nyn,2015-04-12,201500084,3.0,atl,Jim Reynolds,Paul Schrieber,Fieldin Culbreth,Marvin Hudson,Turner Field,"63 degrees, cloudy","8 mph, R to L"
39017.0,10.0,pit,2015-04-12,201500085,2.0,mil,Paul Nauert,Mike Estabrook,Dana DeMuth,Toby Basner,Miller Park,"70 degrees, roof closed","0 mph, None"
32282.0,8.0,sea,2015-04-12,201500086,7.0,oak,Tripp Gibson III,Brian Gorman,Mark Carlson,Mike DiMuro,O.co Coliseum,"67 degrees, partly cloudy","7 mph, Out to RF"
40184.0,4.0,sfn,2015-04-12,201500087,6.0,sdn,Brian Knight,Vic Carapazza,Larry Vanover,Ron Kulpa,Petco Park,"67 degrees, sunny","9 mph, L to R"
41446.0,7.0,sln,2015-04-12,201500088,5.0,cin,Lance Barksdale,D.J. Reyburn,Joe West,Kerwin Danley,Great American Ball Park,"67 degrees, sunny","4 mph, R to L"
20199.0,8.0,tba,2015-04-12,201500089,5.0,mia,Tony Randazzo,Will Little,Gerry Davis,Phil Cuzzi,Marlins Park,"74 degrees, roof closed","0 mph, None"
32522.0,10.0,tor,2015-04-12,201500090,7.0,bal,Tim Timmons,Todd Tichenor,Tim Welke,Mike Everitt,Oriole Park at Camden Yards,"60 degrees, sunny","3 mph, L to R"
30094.0,4.0,was,2015-04-12,201500091,3.0,phi,Bob Davidson,David Rackley,Jerry Layne,Hunter Wendelstedt,Citizens Bank Park,"62 degrees, sunny","3 mph, Out to CF"
18401.0,6.0,ana,2015-04-13,201500092,3.0,tex,Lance Barrett,Dale Scott,Dan Iassogna,CB Bucknor,Globe Life Park in Arlington,"64 degrees, cloudy","15 mph, L to R"
19538.0,8.0,ari,2015-04-13,201500093,4.0,sdn,Bill Miller,Adrian Johnson,Jim Wolf,Adam Hamari,Petco Park,"64 degrees, partly cloudy","10 mph, R to L"
26390.0,6.0,cin,2015-04-13,201500094,7.0,chn,Paul Emmel,Andy Fletcher,Jordan Baker,Jerry Meals,Wrigley Field,"62 degrees, partly cloudy","15 mph, L to R"
42019.0,2.0,col,2015-04-13,201500095,0.0,sfn,Brian Gorman,Mark Carlson,Mike DiMuro,Tripp Gibson III,AT&T Park,"63 degrees, partly cloudy","10 mph, Out to CF"
39933.0,4.0,det,2015-04-13,201500096,5.0,pit,David Rackley,Jerry Layne,Hunter Wendelstedt,Bob Davidson,PNC Park,"76 degrees, partly cloudy","16 mph, Out to LF"
40123.0,12.0,kca,2015-04-13,201500097,3.0,min,Mike Estabrook,Dana DeMuth,Joe West,Paul Nauert,Target Field,"61 degrees, partly cloudy","21 mph, Out to CF"
13417.0,2.0,mia,2015-04-13,201500098,3.0,atl,Brian O'Nora,Alan Porter,Mark Ripperger,Jeff Kellogg,Turner Field,"67 degrees, overcast","3 mph, R to L"
47875.0,5.0,mil,2015-04-13,201500099,4.0,sln,James Hoye,John Hirschbeck,John Tumpane,Bill Welke,Busch Stadium,"67 degrees, cloudy","12 mph, In from LF"
21633.0,6.0,nya,2015-04-13,201500100,5.0,bal,Gary Cederstrom,Sean Barber,Eric Cooper,Lance Barksdale,Oriole Park at Camden Yards,"68 degrees, clear","9 mph, In from LF"
19279.0,8.0,oak,2015-04-13,201500101,1.0,hou,Todd Tichenor,Tim Welke,Mike Everitt,Tim Timmons,Minute Maid Park,"82 degrees, partly cloudy","8 mph, R to L"
43947.0,0.0,phi,2015-04-13,201500102,2.0,nyn,Alfonso Marquez,Dan Bellino,Bruce Dreckman,Tom Hallion,Citi Field,"63 degrees, sunny","9 mph, Out to LF"
42202.0,5.0,sea,2015-04-13,201500103,6.0,lan,Greg Gibson,Marvin Hudson,Chad Fairchild,Jim Joyce,Dodger Stadium,"67 degrees, clear","3 mph, Out to RF"
48414.0,2.0,tba,2015-04-13,201500104,1.0,tor,Cory Blaser,Jeff Nelson,Laz Diaz,Chris Guccione,Rogers Centre,"68 degrees, roof closed","0 mph, None"
37203.0,4.0,was,2015-04-13,201500105,9.0,bos,Jim Reynolds,Paul Schrieber,Clint Fagan,Manny Gonzalez,Fenway Park,"69 degrees, partly cloudy","16 mph, Out to LF"
21805.0,2.0,ana,2015-04-14,201500106,8.0,tex,Dan Iassogna,CB Bucknor,Toby Basner,Lance Barrett,Globe Life Park in Arlington,"60 degrees, cloudy","3 mph, L to R"
20102.0,1.0,ari,2015-04-14,201500107,5.0,sdn,Adrian Johnson,Jim Wolf,Adam Hamari,Bill Miller,Petco Park,"66 degrees, clear","8 mph, L to R"
10642.0,4.0,cha,2015-04-14,201500108,1.0,cle,Vic Carapazza,Larry Vanover,Ron Kulpa,Brian Knight,Progressive Field,"48 degrees, cloudy","6 mph, In from CF"
27525.0,3.0,cin,2015-04-14,201500109,2.0,chn,Andy Fletcher,Jordan Baker,Jerry Meals,Paul Emmel,Wrigley Field,"51 degrees, partly cloudy","2 mph, In from CF"
41051.0,4.0,col,2015-04-14,201500110,1.0,sfn,Mark Carlson,Mike DiMuro,Tripp Gibson III,Brian Gorman,AT&T Park,"58 degrees, clear","22 mph, Out to CF"
31755.0,2.0,det,2015-04-14,201500111,0.0,pit,Jerry Layne,Hunter Wendelstedt,Bob Davidson,David Rackley,PNC Park,"63 degrees, cloudy","7 mph, In from RF"
15765.0,8.0,mia,2015-04-14,201500112,2.0,atl,Alan Porter,Mark Ripperger,Jeff Kellogg,Brian O'Nora,Turner Field,"79 degrees, partly cloudy","7 mph, L to R"
19283.0,3.0,nya,2015-04-14,201500113,4.0,bal,Sean Barber,Eric Cooper,Lance Barksdale,Gary Cederstrom,Oriole Park at Camden Yards,"56 degrees, overcast","4 mph, In from CF"
18935.0,4.0,oak,2015-04-14,201500114,0.0,hou,Tim Welke,Mike Everitt,Tim Timmons,Todd Tichenor,Minute Maid Park,"73 degrees, roof closed","0 mph, None"
39489.0,5.0,phi,2015-04-14,201500115,6.0,nyn,Dan Bellino,Bruce Dreckman,Tom Hallion,Alfonso Marquez,Citi Field,"65 degrees, cloudy","8 mph, In from RF"
43115.0,5.0,sea,2015-04-14,201500116,6.0,lan,Marvin Hudson,Chad Fairchild,Jim Joyce,Greg Gibson,Dodger Stadium,"67 degrees, clear","0 mph, None"
17264.0,3.0,tba,2015-04-14,201500117,2.0,tor,Jeff Nelson,Laz Diaz,Chris Guccione,Cory Blaser,Rogers Centre,"68 degrees, roof closed","0 mph, None"
35258.0,7.0,was,2015-04-14,201500118,8.0,bos,Paul Schrieber,Clint Fagan,Manny Gonzalez,Jim Reynolds,Fenway Park,"63 degrees, cloudy","11 mph, L to R"
25757.0,10.0,ana,2015-04-15,201500119,2.0,tex,CB Bucknor,Toby Basner,Lance Barrett,Dan Iassogna,Globe Life Park in Arlington,"70 degrees, sunny","3 mph, In from RF"
23104.0,2.0,ari,2015-04-15,201500120,3.0,sdn,Jim Wolf,Adam Hamari,Bill Miller,Adrian Johnson,Petco Park,"70 degrees, clear","8 mph, Out to RF"
11042.0,2.0,cha,2015-04-15,201500121,4.0,cle,Larry Vanover,Ron Kulpa,Brian Knight,Vic Carapazza,Progressive Field,"52 degrees, partly cloudy","11 mph, In from CF"
29205.0,0.0,cin,2015-04-15,201500122,5.0,chn,Jordan Baker,Jerry Meals,Paul Emmel,Andy Fletcher,Wrigley Field,"49 degrees, partly cloudy","18 mph, In from RF"
41188.0,4.0,col,2015-04-15,201500123,2.0,sfn,Mike DiMuro,Tripp Gibson III,Brian Gorman,Mark Carlson,AT&T Park,"64 degrees, clear","16 mph, Out to CF"
19509.0,1.0,det,2015-04-15,201500124,0.0,pit,Hunter Wendelstedt,Bob Davidson,David Rackley,Jerry Layne,PNC Park,"64 degrees, cloudy","9 mph, In from LF"
21362.0,1.0,kca,2015-04-15,201500125,3.0,min,Dana DeMuth,Joe West,Paul Nauert,Mike Estabrook,Target Field,"67 degrees, partly cloudy","16 mph, R to L"
18342.0,6.0,mia,2015-04-15,201500126,2.0,atl,Mark Ripperger,Jeff Kellogg,Brian O'Nora,Alan Porter,Turner Field,"68 degrees, cloudy","2 mph, R to L"
40826.0,2.0,mil,2015-04-15,201500127,4.0,sln,John Hirschbeck,John Tumpane,Bill Welke,James Hoye,Busch Stadium,"64 degrees, cloudy","11 mph, In from RF"
23409.0,5.0,nya,2015-04-15,201500128,7.0,bal,Eric Cooper,Lance Barksdale,Gary Cederstrom,Sean Barber,Oriole Park at Camden Yards,"66 degrees, overcast","1 mph, Out to CF"
19777.0,1.0,oak,2015-04-15,201500129,6.0,hou,Mike Everitt,Tim Timmons,Todd Tichenor,Tim Welke,Minute Maid Park,"78 degrees, clear","5 mph, In from LF"
21052.0,1.0,phi,2015-04-15,201500130,6.0,nyn,Bruce Dreckman,Tom Hallion,Alfonso Marquez,Dan Bellino,Citi Field,"66 degrees, partly cloudy","14 mph, In from LF"
51287.0,2.0,sea,2015-04-15,201500131,5.0,lan,Chad Fairchild,Jim Joyce,Greg Gibson,Marvin Hudson,Dodger Stadium,"72 degrees, clear","5 mph, Out to RF"
15086.0,7.0,tba,2015-04-15,201500132,12.0,tor,Laz Diaz,Chris Guccione,Cory Blaser,Jeff Nelson,Rogers Centre,"68 degrees, roof closed","0 mph, None"
33493.0,10.0,was,2015-04-15,201500133,5.0,bos,Clint Fagan,Manny Gonzalez,Jim Reynolds,Paul Schrieber,Fenway Park,"66 degrees, partly cloudy","10 mph, In from LF"
41545.0,7.0,ari,2015-04-16,201500134,6.0,sfn,Chris Segal,Lance Barrett,Dan Iassogna,CB Bucknor,AT&T Park,"62 degrees, clear","12 mph, Out to RF"
17449.0,5.0,kca,2015-04-16,201500135,8.0,min,Joe West,Paul Nauert,Mike Estabrook,Dana DeMuth,Target Field,"63 degrees, partly cloudy","8 mph, R to L"
20556.0,5.0,mia,2015-04-16,201500136,7.0,nyn,Lance Barksdale,Gary Cederstrom,Sean Barber,Eric Cooper,Citi Field,"59 degrees, clear","11 mph, Out to LF"
40079.0,0.0,mil,2015-04-16,201500137,4.0,sln,John Tumpane,Bill Welke,James Hoye,John Hirschbeck,Busch Stadium,"72 degrees, partly cloudy","1 mph, In from CF"
24768.0,2.0,phi,2015-04-16,201500138,5.0,was,Ron Kulpa,Brian Knight,Vic Carapazza,Larry Vanover,Nationals Park,"70 degrees, cloudy","5 mph, Out to LF"
14433.0,4.0,tba,2015-04-16,201500139,2.0,tor,Chris Guccione,Cory Blaser,Jeff Nelson,Laz Diaz,Rogers Centre,"68 degrees, roof closed","0 mph, None"
22660.0,6.0,ana,2015-04-17,201500140,3.0,hou,Paul Nauert,Mike Estabrook,Dana DeMuth,Toby Basner,Minute Maid Park,"73 degrees, roof closed","0 mph, None"
41550.0,9.0,ari,2015-04-17,201500141,0.0,sfn,Lance Barrett,Dan Iassogna,CB Bucknor,Chris Segal,AT&T Park,"54 degrees, clear","11 mph, Out to CF"
21397.0,8.0,atl,2015-04-17,201500142,7.0,tor,Bruce Dreckman,Tom Hallion,Alfonso Marquez,Joe West,Rogers Centre,"68 degrees, roof closed","0 mph, None"
34341.0,2.0,bal,2015-04-17,201500143,3.0,bos,Jerry Meals,Paul Emmel,Andy Fletcher,Jordan Baker,Fenway Park,"64 degrees, cloudy","14 mph, Out to RF"
33084.0,1.0,cha,2015-04-17,201500144,2.0,det,Jeff Kellogg,Brian O'Nora,Alan Porter,Mark Ripperger,Comerica Park,"64 degrees, sunny","2 mph, L to R"
46462.0,1.0,cin,2015-04-17,201500145,6.0,sln,Manny Gonzalez,Jim Reynolds,Paul Schrieber,Clint Fagan,Busch Stadium,"77 degrees, clear","3 mph, R to L"
21307.0,2.0,cle,2015-04-17,201500146,3.0,min,Tripp Gibson III,Brian Gorman,Mark Carlson,Mike DiMuro,Target Field,"74 degrees, partly cloudy","7 mph, Out to CF"
48950.0,3.0,col,2015-04-17,201500147,7.0,lan,Tim Timmons,Todd Tichenor,Tim Welke,Mike Everitt,Dodger Stadium,"73 degrees, clear","7 mph, Out to RF"
38753.0,1.0,mia,2015-04-17,201500148,4.0,nyn,Gary Cederstrom,Sean Barber,Eric Cooper,Lance Barksdale,Citi Field,"68 degrees, partly cloudy","9 mph, Out to RF"
